# boru Language Specification: forward-collection edge cases II —
# per-call-site modifiers, statement-boundary speculation, splice and
# quote interaction, BarrierPos shapes, deep paren nesting.
# Format: input<TAB>expected<TAB>description
#
# Part II of the forward-collection edge matrix (part I: greediness,
# the ONE split rule, barriers, type-directed stopping). Companions:
# modifiers.tsv (the /… suffix grammar), forward-barrier.tsv (the
# commit matrix), word-splice.tsv (`word` __SP semantics),
# design/FORWARD-COLLECTION-PHASES.10.md (the two-phase model).
#
# ─────────────────────────────────────────────────────────────────────
# §5  Modifiers steer collection PER CALL SITE — /f (all forward),
#     /s (all stack), /N (pin the N-arg overload), /q (atom), and
#     their stacking rules, exercised against the split rule.
sub/f 10 3	-7	/f: both args forward → sig[0]=10, sig[1]=3 → 3-10
sub/f 3 10	7	…the other operand order
pow/f 2 3	9	/f pow: 3^2 (sig order unchanged, only the SOURCE of args is pinned)
div/f 2 10	5	/f div: 10/2
10 sub/f 3	ERROR:signature	/f declines the stacked 10: only ONE forward token is there
sub/f 3	ERROR:signature	/f with a single forward arg and no more tokens
add/f 1 2 3	3 3	/f collects exactly the two it needs; the 3 pushes
mul/f 2 3 4	6 4	same for mul
10 3 sub/s	7	/s: both from the stack — top 3 → sig[0]
3 10 sub/s	-7	…the other stack order
2 10 div/s	0	/s div: top 10 → sig[0], deeper 2 → sig[1] → 2/10 in integer division
10 2 div/s	5	…flipped: 10/2
div/s 2 10	ERROR:signature	/s with an empty stack: the forward tokens are invisible to it
(add 1 1) 5 mul/s	10	/s consumes the grouped result and the 5 — nothing reaches forward
if/2 true [9] 42	9 42	/2 removes if's optional else slot: the 42 is NOT collected
if/2 false [9] 42	42	…false polarity: no then, no else, the 42 survives
if/3 true [9] 42	9	/3 forces the else slot: the 42 IS the else and true discards it
if/3 false [9] 42	42	…and false runs it
def n 0 if/2 (n eq 0) [99] def x 1 x	99 1	an arity-pinned guard never speculates: no else slot to fill
range/2 1 7 2	[1 2 3 4 5 6] 2	/2 range: the trailing 2 is free, not a step
range/3 1 7 2	[1 3 5]	/3 range: the 2 is the step
slice/2 1 [10 20 30]	[20 30]	/2 slice picks the (Integer, List) overload
slice/3 1 3 [10 20 30] 7	[20 30] 7	/3 slice consumes exactly three
pow/2 2 3	9	a redundant /N (pow is only 2-ary) is harmless
add/3 1 2 3	ERROR:signature	/3 selects add's 3-arg (Map, Any, Patrun) shape — which these args cannot fill
pow/9 2 3	ERROR:signature	/9 names an arity pow does not have
size add/q	3	/q yields an Atom: an ordinary VALUE for the next word (3 characters)
typeof add/q	Atom	the atom's type
size mul/q	3	atoms of other words are just data too
mul/sq	mul/q	stacking: q dominates and letters commute
mul/qs	mul/q	…either spelling
sub/f2 10 3	-7	digits stack with f: /f2 ≡ /2f
sub/2f 10 3	-7	…either spelling
10 3 sub/s2	7	digits stack with s
sub/fs 1 2	ERROR:invalid word modifier	f and s are exclusive: a botched modifier is a loud parse error (NUR027)
pow/ff 2 3	ERROR:invalid word modifier	repeated letters are invalid — same loud error
div/y 2 10	ERROR:undefined_word	a NON-alphabet letter keeps the plain-word reading (slash-name), unbound here
pow/u 2 3	8	/u reverses the call: pow 3 2
div/u 2 10	0	/u div: 2/10
sub/u 10 3	7	/u sub: sub 3 10
10 sub/u 3	-7	/u composes with the mixed split: the reversed sub sees (3, 10) swapped
#
# ─────────────────────────────────────────────────────────────────────
# §6  Statement-boundary commit and speculative fill — the def idiom
#     IS speculation working (design/FORWARD-COLLECTION-PHASES.10.md):
#     a word planned into an Any slot, the barrier probe, and the
#     arrival that completes the parked word.
def x (add 1 2) x	3	def's value slot plans `add` speculatively; add's result arrives and completes def
def x (iota 3) size x	3	the generator idiom: iota's list arrives as x's value
